Unnamed: 0,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
2065,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
FROSTED GOLD DOUBLE BALANCE WHEEL OPENWORKED","$627,387",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15412OR.YG.1224OR.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2066,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
15467OR.OO.1256OR.01","$143,162",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15467OR.OO.1256OR.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,37 mm,unknown
2067,"Audemars Piguet Royal Oak Offshore Diver
15720ST.OO.A009CA.01","$32,001",Audemars Piguet,Royal Oak Offshore Diver,15720ST.OO.A009CA.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,42 mm,unknown
2068,"Audemars Piguet Royal Oak Lady
SELFWINDING","$75,792",Audemars Piguet,Royal Oak Lady,15451OR.ZZ.1256OR.01,unknown,unknown,unknown,Unknown,Good,Women's watch,37 mm,unknown
2069,"Audemars Piguet Royal Oak Offshore Diver
15720ST.OO.A027CA.01","$31,720",Audemars Piguet,Royal Oak Offshore Diver,15720ST.OO.A027CA.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,42 mm,unknown
2070,"Audemars Piguet Royal Oak Offshore Chronograph
SELFWINDING CHRONOGRAPH","$46,879",Audemars Piguet,Royal Oak Offshore Chronograph,26238TI.OO.A056CA.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,42 mm,unknown
2071,"Audemars Piguet Royal Oak Selfwinding
""50TH ANNIVERSARY""","$60,353",Audemars Piguet,Royal Oak Selfwinding,77451ST.ZZ.1361ST.01,unknown,unknown,unknown,Unknown,New,Women's watch,34 mm,unknown
2072,"Audemars Piguet Royal Oak Chronograph
SELFWINDING CHRONOGRAPH “50TH ANNIVERSARY”","$252,358",Audemars Piguet,Royal Oak Chronograph,26242OR.ZZ.1322OR.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2073,"Audemars Piguet Royal Oak Chronograph
SELFWINDING CHRONOGRAPH","$105,266",Audemars Piguet,Royal Oak Chronograph,26331OR.OO.1220OR.02,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2074,"Audemars Piguet Royal Oak Lady
15451ST.ZZ.1256ST.03","$50,528",Audemars Piguet,Royal Oak Lady,15451ST.ZZ.1256ST.03,unknown,unknown,unknown,Unknown,New,Women's watch,37 mm,unknown
2075,"Audemars Piguet Royal Oak Lady
67650SR.OO.1261SR.01","$33,685",Audemars Piguet,Royal Oak Lady,67650SR.OO.1261SR.01,unknown,unknown,unknown,Unknown,New,Women's watch,33 mm,unknown
2076,"Audemars Piguet Millenary Ladies
77247BC.ZZ.A813CR.01","$24,141",Audemars Piguet,Millenary Ladies,77247BC.ZZ.A813CR.01,unknown,unknown,unknown,Unknown,New,Women's watch,39.5 mm,unknown
2077,"Audemars Piguet Royal Oak Selfwinding
15500OR.OO.1220OR.01","$95,441",Audemars Piguet,Royal Oak Selfwinding,15500OR.OO.1220OR.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2078,"Audemars Piguet Royal Oak Jumbo
“JUMBO” EXTRA-THIN","$75,792",Audemars Piguet,Royal Oak Jumbo,15202ST.OO.1240ST.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,39 mm,unknown
2079,"Audemars Piguet Royal Oak
15413OR.YY.1220OR.01","$308,781",Audemars Piguet,Royal Oak,15413OR.YY.1220OR.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2080,"Audemars Piguet Royal Oak Selfwinding
""50TH ANNIVERSARY""","$39,580",Audemars Piguet,Royal Oak Selfwinding,77450SR.OO.1361SR.01,unknown,unknown,unknown,Unknown,New,Women's watch,34 mm,unknown
2081,"Audemars Piguet Royal Oak Offshore
SELFWINDING - MUSIC EDITION","$268,359",Audemars Piguet,Royal Oak Offshore,77601BC.YY.D343CA.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,37 mm,unknown
2082,"Audemars Piguet Royal Oak Selfwinding
""50TH ANNIVERSARY""","$77,195",Audemars Piguet,Royal Oak Selfwinding,15510ST.OO.1320ST.04,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2083,"Audemars Piguet Royal Oak Selfwinding
77350ST.OO.1261ST.01","$33,124",Audemars Piguet,Royal Oak Selfwinding,77350ST.OO.1261ST.01,unknown,unknown,unknown,Unknown,New,Women's watch,34 mm,unknown
2084,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
15466BC.GG.1259BC.01","$289,131",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15466BC.GG.1259BC.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,37 mm,unknown
2085,"Audemars Piguet Royal Oak Offshore Chronograph
Selfwinding Chronograph","$168,426",Audemars Piguet,Royal Oak Offshore Chronograph,26236OR.YY.D085CA.01,unknown,unknown,unknown,Unknown,New,Women's watch,37 mm,unknown
2086,"Audemars Piguet Royal Oak Lady
SELFWINDING","$89,827",Audemars Piguet,Royal Oak Lady,15451OR.ZZ.1256OR.01,unknown,unknown,unknown,Unknown,New,Women's watch,37 mm,unknown
2087,"Audemars Piguet Royal Oak Selfwinding
15500OR.OO.D002CR.01","$60,353",Audemars Piguet,Royal Oak Selfwinding,15500OR.OO.D002CR.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2088,"Audemars Piguet Royal Oak Selfwinding
15450ST.OO.1256ST.03","$50,528",Audemars Piguet,Royal Oak Selfwinding,15450ST.OO.1256ST.03,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,37 mm,unknown
2089,"Audemars Piguet Royal Oak Selfwinding
 OakROYAL OAK SELFWINDING","$44,352",Audemars Piguet,Royal Oak Selfwinding,15500ST.OO.1220ST.03,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2090,"Audemars Piguet Royal Oak Chronograph
26331ST.OO.1220ST.02","$47,721",Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.02,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2091,"Audemars Piguet Royal Oak Offshore Chronograph
SELFWINDING CHRONOGRAPH","$46,317",Audemars Piguet,Royal Oak Offshore Chronograph,26400IO.OO.A004CA.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,44 mm,unknown
2092,"Audemars Piguet Royal Oak Offshore Lady
26231ST.ZZ.D002CA.01","$51,931",Audemars Piguet,Royal Oak Offshore Lady,26231ST.ZZ.D002CA.01,unknown,unknown,unknown,Unknown,New,Women's watch,37 mm,unknown
2093,"Audemars Piguet Royal Oak Lady
15451ST.ZZ.1256ST.01","$49,966",Audemars Piguet,Royal Oak Lady,15451ST.ZZ.1256ST.01,unknown,unknown,unknown,Unknown,New,Women's watch,37 mm,unknown
2094,"Audemars Piguet Royal Oak Selfwinding
15450ST.OO.1256ST.02","$39,299",Audemars Piguet,Royal Oak Selfwinding,15450ST.OO.1256ST.02,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,37 mm,unknown
2095,"Audemars Piguet Royal Oak Selfwinding
15450ST.OO.1256ST.01","$35,089",Audemars Piguet,Royal Oak Selfwinding,15450ST.OO.1256ST.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,37 mm,unknown
2096,"Audemars Piguet Royal Oak Jumbo
""JUMBO"" EXTRA-THIN ""50TH ANNIVERSARY""","$89,827",Audemars Piguet,Royal Oak Jumbo,16202ST.OO.1240ST.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,39 mm,unknown
2097,"Audemars Piguet Code 11.59
26394OR.OO.D321CR.01","$94,880",Audemars Piguet,Code 11.59,26394OR.OO.D321CR.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2098,"Audemars Piguet Millenary
FROSTED GOLD OPAL DIAL","$35,369",Audemars Piguet,Millenary,77244OR.GG.1272OR.01,unknown,unknown,unknown,Unknown,New,Women's watch,39.5 mm,unknown
2099,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
Frosted Gold Double Balance Wheel Openworked","$315,799",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15407BC.GG.1224BC.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2100,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
15407OR.OO.1220OR.01","$200,708",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15407OR.OO.1220OR.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2101,"Audemars Piguet Royal Oak Perpetual Calendar
26579CE.OO.1225CE.01","$367,730",Audemars Piguet,Royal Oak Perpetual Calendar,26579CE.OO.1225CE.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2102,"Audemars Piguet Royal Oak Offshore Chronograph
SELFWINDING CHRONOGRAPH","$53,335",Audemars Piguet,Royal Oak Offshore Chronograph,26470OR.OO.A125CR.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,42 mm,unknown
2103,"Audemars Piguet Royal Oak Perpetual Calendar
26574ST.OO.1220ST.02","$131,934",Audemars Piguet,Royal Oak Perpetual Calendar,26574ST.OO.1220ST.02,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2104,"Audemars Piguet Royal Oak Perpetual Calendar
Selfwinding Perpetual Calendar Ultra-Thin","$230,182",Audemars Piguet,Royal Oak Perpetual Calendar,26586IP.OO.1240IP.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2105,"Audemars Piguet Royal Oak Perpetual Calendar
Openworked","$404,222",Audemars Piguet,Royal Oak Perpetual Calendar,26585CE.OO.1225CE.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2106,"Audemars Piguet Royal Oak Perpetual Calendar
26579CB.OO.1225CB.01","$352,291",Audemars Piguet,Royal Oak Perpetual Calendar,26579CB.OO.1225CB.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2107,"Audemars Piguet Royal Oak Selfwinding
15502OR.ZZ.1222OR.01","$305,974",Audemars Piguet,Royal Oak Selfwinding,15502OR.ZZ.1222OR.01,unknown,unknown,unknown,Unknown,New,Women's watch,41 mm,unknown
2108,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
15407ST.OO.1220ST.01","$150,180",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15407ST.OO.1220ST.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2109,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph","$96,845",Audemars Piguet,Royal Oak Chronograph,26315OR.OO.1256OR.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,38 mm,unknown
2110,"Audemars Piguet Royal Oak Lady
SELFWINDING","$89,827",Audemars Piguet,Royal Oak Lady,15451OR.ZZ.1256OR.03,unknown,unknown,unknown,Unknown,New,Women's watch,37 mm,unknown
2111,"Audemars Piguet Royal Oak Lady
QUARTZ","$58,949",Audemars Piguet,Royal Oak Lady,67651OR.ZZ.1261OR.02,unknown,unknown,unknown,Unknown,New,Women's watch,33 mm,unknown
2112,"Audemars Piguet Royal Oak Selfwinding
15500ST.OO.1220ST.01","$53,335",Audemars Piguet,Royal Oak Selfwinding,15500ST.OO.1220ST.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2113,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph","$50,528",Audemars Piguet,Royal Oak Chronograph,26315ST.OO.1256ST.02,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,38 mm,unknown
2114,"Audemars Piguet Royal Oak Chronograph
SELFWINDING CHRONOGRAPH","$50,528",Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.03,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2115,"Audemars Piguet Royal Oak Selfwinding
15500ST.OO.1220ST.02","$44,352",Audemars Piguet,Royal Oak Selfwinding,15500ST.OO.1220ST.02,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2116,"Audemars Piguet Royal Oak Chronograph
SELFWINDING CHRONOGRAPH","$57,546",Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2117,"Audemars Piguet Royal Oak Selfwinding
77351ST.ZZ.1261ST.01","$51,651",Audemars Piguet,Royal Oak Selfwinding,77351ST.ZZ.1261ST.01,unknown,unknown,unknown,Unknown,New,Women's watch,34 mm,unknown
2118,"Audemars Piguet Code 11.59
BY AUDEMARS PIGUET SELFWINDING","$30,878",Audemars Piguet,Code 11.59,15210ST.OO.A056KB.01,unknown,unknown,unknown,2023,New,Men's watch/Unisex,41 mm,unknown
2119,"Audemars Piguet Royal Oak Selfwinding
""50TH ANNIVERSARY""","$112,003",Audemars Piguet,Royal Oak Selfwinding,15510OR.OO.1320OR.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2120,"Audemars Piguet Royal Oak Selfwinding
""50TH ANNIVERSARY""","$66,809",Audemars Piguet,Royal Oak Selfwinding,15510OR.OO.D002CR.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2121,"Audemars Piguet Royal Oak Selfwinding
""50TH ANNIVERSARY""","$65,967",Audemars Piguet,Royal Oak Selfwinding,15510ST.OO.1320ST.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2122,"Audemars Piguet Royal Oak Chronograph
SELFWINDING CHRONOGRAPH","$296,149",Audemars Piguet,Royal Oak Chronograph,26333OR.ZZ.1222OR.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2123,"Audemars Piguet Royal Oak Offshore Chronograph
Selfwinding Chronograph","$48,844",Audemars Piguet,Royal Oak Offshore Chronograph,26400IO.OO.A004CA.02,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,44 mm,unknown
2124,"Audemars Piguet Code 11.59
26393OR.OO.A002CR.01","$48,282",Audemars Piguet,Code 11.59,26393OR.OO.A002CR.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,41 mm,unknown
2125,"Audemars Piguet Millenary
FROSTED GOLD AVENTURINE DIAL","$37,896",Audemars Piguet,Millenary,77244BC.GG.1272BC.01,unknown,unknown,unknown,Unknown,New,Women's watch,39.5 mm,unknown
2126,"Audemars Piguet Millenary Ladies
77247OR.ZZ.1272OR.01","$37,054",Audemars Piguet,Millenary Ladies,77247OR.ZZ.1272OR.01,unknown,unknown,unknown,Unknown,New,Women's watch,39.5 mm,unknown
2127,"Audemars Piguet Millenary Ladies
HAND-WOUND","$37,615",Audemars Piguet,Millenary Ladies,77247BC.ZZ.1272BC.01,unknown,unknown,unknown,Unknown,New,Women's watch,39 mm,unknown
2128,"Audemars Piguet Royal Oak Chronograph
26022BC.OO.D002CR.01","$125,098",Audemars Piguet,Royal Oak Chronograph,26022BC.OO.D002CR.01,unknown,unknown,unknown,1995 (Approximation),Good,Men's watch/Unisex,"Reference number: 6022BC.oo.D002CR.01




Serial number: F78725-1XXX




Material case: white gold




Material bracelet: white gold




Material clasp: white gold




Dial: White luminous numerals and hands




Glass: scratch-resistant sapphire crystal




Elevator: Automatic




Caliber/Movement: 2385




Case diameter: approx. 40.85 mm (without crown), approx. 43.26 mm (with crown)




Weight: approx. 252.36 g




Dimensions: see pictures




attention slight signs of use!




incl. box, papers and spare link !






1 year warranty!",unknown
2129,"Audemars Piguet Jules Audemars
bracelet Jules Audemars","$105,588",Audemars Piguet,Jules Audemars,unknown,unknown,unknown,unknown,2003 (Approximation),Very good,Men's watch/Unisex,"45,85 x 43,12 mm",unknown
2130,"Audemars Piguet
Canape 67162BC Rectangular White Gold 1999 Vintage PAPERS EU","$3,301",Audemars Piguet,unknown,unknown,unknown,unknown,unknown,1999,Good,Women's watch,22 x 36 mm,unknown
2131,"Audemars Piguet Royal Oak
56303 SA ""Vignette"" Dial",Price on request,Audemars Piguet,Royal Oak,unknown,unknown,unknown,unknown,Unknown,Very good,Women's watch,33 mm,unknown
2132,"Audemars Piguet Royal Oak
56303 SA",Price on request,Audemars Piguet,Royal Oak,unknown,unknown,unknown,unknown,Unknown,Very good,Women's watch,33 mm,unknown
2133,"Audemars Piguet
25574BA Day-Date Classic Yellow Gold 33mm 25574 Day Date Roman White Dial","$5,414",Audemars Piguet,unknown,25574BA,unknown,unknown,unknown,1990 (Approximation),Good,Men's watch/Unisex,33 mm,unknown
2134,"Audemars Piguet Millenary Ladies
HAND-WOUND","$46,317",Audemars Piguet,Millenary Ladies,77248BC.ZZ.A111CR.01,unknown,unknown,unknown,Unknown,New,Women's watch,39.5 mm,unknown
2135,"Audemars Piguet Royal Oak Offshore
Alinghi 26062 PT.OO.A002CA.01 Perfect Condition","$51,646",Audemars Piguet,Royal Oak Offshore,unknown,unknown,unknown,unknown,Unknown,Very good,unknown,44 mm,unknown
2136,"Audemars Piguet Royal Oak Perpetual Calendar
MK 1 Full Set immaculate condition","$198,060",Audemars Piguet,Royal Oak Perpetual Calendar,25654ST,unknown,unknown,unknown,1989,Very good,Men's watch/Unisex,39 mm,unknown
2137,"Audemars Piguet Royal Oak
Rose Gold 67651 OR Full Set Unworn",Price on request,Audemars Piguet,Royal Oak,unknown,unknown,unknown,unknown,Unknown,Very good,Women's watch,33 mm,unknown
2138,"Audemars Piguet Royal Oak
56175SA Yellow Gold Stainless Steel 33mm EXTRACT ARCHIVES EU","$12,544",Audemars Piguet,Royal Oak,56175SA,unknown,unknown,unknown,1993,Good,Men's watch/Unisex,33 mm,unknown
2139,"Audemars Piguet Royal Oak Chronograph
26300st.oo.1110st.05","$53,827",Audemars Piguet,Royal Oak Chronograph,26300st.oo.1110st.05,Automatic,Steel,Steel,2011,Very good,Men's watch/Unisex,39 mm,unknown
2140,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph “50th Anniversary”",Price on request,Audemars Piguet,Royal Oak Chronograph,26240ST.OO.1320ST.04,Automatic,Steel,Steel,2022,Unworn,Men's watch/Unisex,41 mm,unknown
2141,"Audemars Piguet
Chrono","$13,428",Audemars Piguet,unknown,unknown,unknown,unknown,unknown,Unknown,Very good,Men's watch/Unisex,40 mm,unknown
2142,"Audemars Piguet Royal Oak
14700BA Cream Patina Dial with Original Box 18K (Unpolished)","$60,139",Audemars Piguet,Royal Oak,14700BA,unknown,unknown,unknown,1991,Unworn,Men's watch/Unisex,36 mm,unknown
2143,"Audemars Piguet Royal Oak Tourbillon
41mm",Price on request,Audemars Piguet,Royal Oak Tourbillon,26510or.oo.1220or.01,unknown,unknown,unknown,2022 (Approximation),New,Men's watch/Unisex,41 mm,unknown
2144,"Audemars Piguet Royal Oak Tourbillon
Extra-thin",Price on request,Audemars Piguet,Royal Oak Tourbillon,26522CE.OO.1225CE.01,unknown,unknown,unknown,2022,New,Men's watch/Unisex,41 mm,unknown
2145,"Audemars Piguet Royal Oak
""50th Anniversary""",Price on request,Audemars Piguet,Royal Oak,15510ST.OO.1320ST.03,unknown,unknown,unknown,2022,New,Men's watch/Unisex,41 mm,unknown
2146,"Audemars Piguet Royal Oak
Grande Complication",Price on request,Audemars Piguet,Royal Oak,26065IS.OO.1105IS.01,unknown,unknown,unknown,2022 (Approximation),Unworn,Men's watch/Unisex,44 mm,unknown
2147,"Audemars Piguet Royal Oak Selfwinding
41mm Automatic Black Dial 18kt Rose Gold",Price on request,Audemars Piguet,Royal Oak Selfwinding,15400or.oo.1220or.01,unknown,unknown,unknown,2016 (Approximation),Unworn,Men's watch/Unisex,41 mm,unknown
2148,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph Lmt Ed",Price on request,Audemars Piguet,Royal Oak Chronograph,26331BA.OO.1220BA.02,unknown,unknown,unknown,2021,New,Men's watch/Unisex,41 mm,unknown
2149,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph ""50th Anniversary""",Price on request,Audemars Piguet,Royal Oak Chronograph,26240OR.OO.1320OR.04,unknown,unknown,unknown,2022,New,Men's watch/Unisex,unknown,unknown
2150,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph ""50th Anniversary""",Price on request,Audemars Piguet,Royal Oak Chronograph,26240ST.OO.1320ST.03,unknown,unknown,unknown,2022,New,Men's watch/Unisex,41 mm,unknown
2151,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph ""50th Anniversary""",Price on request,Audemars Piguet,Royal Oak Chronograph,26240ST.OO.1320ST.02,unknown,unknown,unknown,2022,New,Men's watch/Unisex,41 mm,unknown
2152,"Audemars Piguet Royal Oak Tourbillon
Selfwinding Flying Tourbillon “50th Anniversary”",Price on request,Audemars Piguet,Royal Oak Tourbillon,26730TI.OO.1320TI.01,unknown,unknown,unknown,2022,New,Men's watch/Unisex,unknown,unknown
2153,"Audemars Piguet Royal Oak Tourbillon
Selfwinding Flying Tourbillon “50th Anniversary”",Price on request,Audemars Piguet,Royal Oak Tourbillon,26730OR.OO.1320OR.01,unknown,unknown,unknown,2022,New,Men's watch/Unisex,41 mm,unknown
2154,"Audemars Piguet Royal Oak Chronograph
City Of Sails Royal Oak","$39,189",Audemars Piguet,Royal Oak Chronograph,25979ST/O/0002CA/01,unknown,unknown,unknown,2003,Good,Men's watch/Unisex,39 mm,unknown
2155,"Audemars Piguet Royal Oak Jumbo
39 MM ITALIAN PAPER FULL SET","$71,157",Audemars Piguet,Royal Oak Jumbo,15202ST.OO.0944ST.01,unknown,unknown,unknown,2001,Very good,Men's watch/Unisex,39 mm,unknown
2156,"Audemars Piguet Royal Oak Offshore Lady
26231OR.ZZ.D003CA.01",Price on request,Audemars Piguet,Royal Oak Offshore Lady,26231OR.ZZ.D003CA.01,unknown,unknown,unknown,Unknown,New,Women's watch,37 mm,unknown
2157,"Audemars Piguet [Re]master01
26595SR.OO.A032VE.01","$50,247",Audemars Piguet,unknown,26595SR.OO.A032VE.01,unknown,unknown,unknown,Unknown,New,Men's watch/Unisex,40 mm,unknown
2158,"Audemars Piguet
Calendar blue automatic","$19,806",Audemars Piguet,unknown,unknown,unknown,unknown,unknown,1996,Very good,Men's watch/Unisex,33 mm,unknown
2159,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph ""50th Anniversary""",Price on request,Audemars Piguet,Royal Oak Chronograph,26240OR.OO.D404CR.01,unknown,unknown,unknown,2022,New,Men's watch/Unisex,unknown,unknown
2160,"Audemars Piguet Promesse
Blue Dial Diamonds Steel Bracelet Tank","$3,960",Audemars Piguet,Promesse,67259ST.ZZ.1156ST.03,unknown,unknown,unknown,Unknown,Very good,Women's watch,unknown,unknown
2161,"Audemars Piguet Royal Oak Selfwinding
15500ST Royal Oak White Silver Stainless Steel Selfwinding 41mm 2021 FULL SET EU","$42,253",Audemars Piguet,Royal Oak Selfwinding,15500ST.OO.1220ST.04,unknown,unknown,unknown,2021,Good,Men's watch/Unisex,41 mm,unknown
2162,"Audemars Piguet Royal Oak Perpetual Calendar
26574ST Royal Oak Perpetual Calendar Blue 26574 Steel 41mm 2022 FULL SET EU","$171,520",Audemars Piguet,Royal Oak Perpetual Calendar,26574ST.OO.1220ST.03,unknown,unknown,unknown,2022,Unworn,Men's watch/Unisex,41 mm,unknown
2163,"Audemars Piguet Code 11.59
15210BC CODE 1159 Blue White Gold 41mm 2020 FULL SET EU","$27,728",Audemars Piguet,Code 11.59,15210BC.OO.A321CR.01,unknown,unknown,unknown,2020,New,Men's watch/Unisex,41 mm,unknown
2164,"Audemars Piguet Royal Oak Perpetual Calendar
26574ST Royal Oak Perpetual Calendar White 26574 Steel 41mm 2016 EU","$109,593",Audemars Piguet,Royal Oak Perpetual Calendar,26574ST.OO.1220ST.01,unknown,unknown,unknown,2016,Good,Men's watch/Unisex,41 mm,unknown
2165,"Audemars Piguet Royal Oak Perpetual Calendar
26574ST Royal Oak Perpetual Calendar Blue 26574 Steel 41mm DISCONTINUED 2021 FULL SET EU","$165,050",Audemars Piguet,Royal Oak Perpetual Calendar,26574ST.OO.1220ST.02,unknown,unknown,unknown,2021,Unworn,Men's watch/Unisex,41 mm,unknown
